ID_Uzorka;GPS_LAT;GPS_LONG
93;18,496605;77,390112
94;18,468164;77,394687
95;18,47757;77,386994
96;18,456588;77,39357
97;18,48486;77,374481
98;18,469437;77,398083
99;18,493184;77,391161
100;18,473017;77,37364
101;18,484283;77,381226
102;18,477106;77,380809
103;18,468497;77,387489
104;18,488989;77,396907
105;18,476496;77,370011
106;18,461648;77,379453
107;18,477136;77,395537
108;18,469195;77,382966
109;18,484144;77,392773
110;18,476104;77,386504
111;18,479793;77,390651
112;18,479408;77,385876
113;18,475343;77,404736
114;18,484359;77,407591
115;18,469371;77,40062
116;18,480377;77,398345
117;18,477998;77,386846
118;18,502827;77,402472
119;18,46419;77,419122
120;18,486289;77,396898
121;18,488417;77,373567
122;18,470608;77,393027
123;18,484691;77,394205
124;18,50195;77,409092
125;18,502353;77,396739
126;18,490411;77,395925
127;18,4769;77,382392
128;18,475349;77,386645
129;18,473164;77,381307
130;18,47308;77,374969
131;18,472356;77,381717
132;18,496423;77,384768
133;18,488281;77,388341
134;18,494479;77,398461
135;18,476639;77,404182
136;18,466827;77,397519
137;18,470767;77,387831
138;18,478696;77,392209
139;18,490913;77,378813
140;18,483694;77,398675
141;18,480013;77,4066
142;18,488831;77,390343
143;18,492555;77,392485
144;18,48759;77,404628
145;18,46828;77,393067
146;18,46863;77,370298
147;18,490493;77,402175
148;18,489401;77,389011
149;18,468519;77,39662
150;18,485913;77,38482
151;18,47965;77,38137
152;18,476995;77,392528
153;18,499073;77,390397
154;18,480413;77,387124
155;18,472542;77,388154
156;18,503882;77,391296
157;18,474073;77,380839
158;18,45777;77,396777
159;18,486189;77,386469
160;18,487095;77,396998
161;18,482567;77,406031
162;18,466417;77,398764
163;18,473872;77,403229
164;18,493707;77,390606
165;18,467888;77,376091
166;18,482355;77,393138
167;18,499676;77,384961
168;18,476953;77,37277
169;18,485624;77,373588
170;18,487043;77,386581
171;18,483438;77,394482
172;18,479616;77,377759
173;18,487749;77,382373
174;18,495396;77,376448
175;18,485964;77,400138
176;18,488526;77,387699
177;18,487259;77,386422
178;18,477406;77,407748
179;18,474668;77,378252
180;18,497078;77,389697
181;18,477054;77,381095
182;18,487192;77,392128
183;18,482419;77,399118
184;18,483577;77,393882
185;18,47557;77,399103
186;18,487971;77,400646
187;18,471468;77,4027
188;18,481396;77,395548
189;18,473322;77,398921
190;18,473875;77,373058
191;18,485907;77,391047
192;18,468813;77,378144
193;18,460465;77,39737
194;18,485352;77,404752
195;18,483483;77,402409
196;18,481562;77,395335
197;18,479992;77,380283
198;18,467971;77,373986
199;18,476562;77,404057
200;18,486869;77,395286
201;18,496675;77,394581
202;18,479274;77,402858
203;18,486359;77,369913
204;18,492789;77,413761
205;18,475784;77,397282
206;18,480808;77,378042
207;18,480921;77,383107
208;18,470934;77,402223
209;18,49526;77,388433
210;18,47388;77,374799
211;18,484655;77,384791
212;18,487746;77,385622
213;18,480406;77,392596
214;18,492548;77,378065
215;18,469673;77,369873
216;18,485273;77,38541
217;18,494012;77,395016
218;18,485891;77,382002
219;18,475515;77,391071
220;18,478484;77,409314
221;18,479608;77,390598
222;18,480791;77,387662
223;18,466207;77,410623
224;18,459421;77,387626
225;18,472654;77,381194
226;18,480505;77,389569
227;18,485299;77,394702
228;18,482843;77,389569
229;18,482822;77,381993
230;18,493143;77,412581
231;18,464515;77,391434
232;18,472087;77,387031
233;18,487252;77,404543
234;18,463394;77,396883
235;18,48118;77,401667
236;18,482783;77,391897
237;18,455005;77,390263
238;18,467651;77,392742
239;18,488956;77,379548
240;18,467915;77,411566
241;18,479186;77,376222
242;18,470234;77,401576
243;18,490977;77,399027
244;18,460616;77,394627
245;18,486131;77,375012
246;18,479024;77,389663
247;18,481318;77,398227
248;18,498196;77,400747
249;18,473955;77,375535
250;18,481859;77,381684
251;18,486485;77,377533
252;18,464796;77,392252
253;18,475736;77,40084
254;18,480278;77,393002
255;18,48502;77,386171
256;18,480794;77,37554
257;18,490987;77,37932
258;18,487864;77,382519
259;18,479465;77,377295
260;18,498098;77,385338
261;18,479579;77,404186
262;18,474079;77,37591
263;18,473983;77,381968
264;18,486575;77,398182
265;18,471951;77,387968
266;18,467826;77,38941
267;18,471408;77,376232
268;18,465157;77,385595
269;18,491132;77,374927
270;18,482946;77,400815
271;18,474145;77,386858
272;18,476983;77,397525
273;18,482398;77,388945
274;18,460356;77,383542
275;18,462681;77,379568
276;18,48093;77,404936
277;18,468197;77,381082
278;18,4906;77,388506
279;18,480266;77,377472
280;18,466339;77,384747
281;18,481025;77,389406
282;18,464701;77,40237
283;18,480028;77,401746
284;18,480279;77,40735
285;18,473815;77,375184
286;18,474687;77,399702
287;18,481567;77,398842
288;18,497324;77,402254
289;18,4851;77,394219
290;18,482636;77,410657
291;18,490669;77,389282
292;18,475985;77,358449
293;18,469247;77,382015
294;18,482363;77,392102
295;18,470324;77,381776
296;18,472167;77,406565
297;18,463891;77,373851
298;18,476918;77,384336
299;18,469487;77,39777
300;18,487633;77,397151
301;18,479166;77,397547
302;18,478857;77,384683
303;18,4804;77,388448
304;18,479071;77,388299
305;18,491729;77,382913
306;18,480296;77,403525
307;18,473701;77,383009
308;18,484829;77,378942
309;18,46851;77,407797
310;18,484884;77,38367
311;18,482274;77,381975
312;18,479893;77,379584
313;18,466614;77,372906
314;18,477207;77,393734
315;18,468228;77,392517
316;18,48276;77,406497
317;18,486586;77,399021
318;18,483482;77,396925
319;18,481649;77,413811
320;18,483498;77,377615
321;18,475403;77,397405
322;18,46903;77,375423
323;18,475925;77,36972
324;18,451154;77,398855
325;18,485732;77,37537
326;18,466404;77,395316
327;18,474567;77,39137
328;18,460348;77,379775
329;18,495547;77,385704
330;18,47621;77,385845
331;18,485136;77,375015
332;18,487011;77,397216
333;18,486247;77,402256
334;18,475764;77,394605
335;18,476276;77,383307
336;18,489059;77,408545
337;18,460896;77,393259
338;18,475527;77,388207
339;18,491239;77,402006
340;18,467856;77,386014
341;18,465867;77,384125
342;18,486752;77,403667
343;18,471825;77,384918
344;18,464109;77,397205
345;18,4721;77,374912
346;18,476315;77,408118
347;18,461058;77,391471
348;18,488897;77,416124
349;18,476072;77,395073
350;18,465907;77,391917
351;18,481727;77,400693
352;18,500197;77,380557
353;18,464213;77,379025
354;18,47156;77,382574
355;18,472883;77,387989
356;18,471563;77,393635
357;18,500399;77,38589
358;18,482635;77,383038
359;18,508854;77,372991
360;18,478911;77,385737
361;18,481532;77,388473
362;18,473881;77,388483
363;18,502965;77,395131
364;18,48147;77,378334
365;18,490037;77,399004
366;18,47481;77,392332
367;18,47718;77,392176
368;18,481994;77,389097
369;18,479837;77,391265
370;18,479993;77,402284
371;18,481365;77,392834
372;18,492384;77,420165
373;18,487829;77,384101
374;18,487383;77,367509
375;18,467716;77,379526
376;18,482231;77,382928
377;18,472327;77,400089
378;18,481981;77,389892
379;18,47955;77,385617
380;18,471883;77,407502
381;18,482802;77,371086
382;18,479363;77,415109
383;18,481819;77,394194
384;18,479047;77,387047
385;18,481171;77,404715
386;18,47237;77,3925
387;18,47428;77,380256
388;18,463916;77,416428
389;18,473855;77,389671
390;18,493987;77,393747
391;18,482512;77,398912
392;18,488226;77,383984
393;18,472568;77,380473
394;18,46571;77,382464
395;18,481764;77,391473
396;18,494484;77,385297
397;18,494627;77,39866
398;18,484088;77,381426
399;18,485888;77,389125
400;18,467676;77,391912
401;18,490305;77,395993
402;18,485135;77,379642
403;18,479088;77,390711
404;18,477216;77,38155
405;18,470138;77,385926
406;18,476205;77,382716
407;18,464909;77,413653
408;18,487105;77,383854
409;18,477146;77,398773
410;18,479105;77,386092
411;18,469699;77,394618
412;18,481144;77,367749
413;18,468911;77,378812
414;18,481069;77,375905
415;18,476233;77,392911
416;18,466461;77,392382
417;18,476004;77,370176
418;18,490923;77,395183
419;18,471954;77,395277
420;18,491579;77,385953
421;18,478687;77,396783
422;18,489626;77,408997
423;18,48429;77,402454
424;18,482834;77,390478
425;18,487298;77,408607
426;18,482028;77,397242
427;18,491728;77,399881
428;18,502269;77,387662
429;18,485514;77,389523
430;18,463774;77,393223
431;18,473764;77,392241
432;18,468923;77,401953
433;18,477134;77,399697
434;18,487361;77,393822
435;18,495507;77,390251
436;18,477883;77,386532
437;18,491065;77,394902
438;18,477547;77,40179
439;18,475579;77,401252
440;18,478069;77,39556
441;18,500709;77,396948
442;18,493272;77,371341
443;18,476919;77,398062
444;18,472474;77,393736
445;18,493934;77,412507
446;18,485356;77,392276
447;18,490431;77,372989
448;18,486006;77,387238
449;18,460373;77,41709
450;18,474826;77,380456
451;18,481144;77,393883
452;18,474827;77,417171
453;18,485781;77,383616
454;18,484312;77,378383
455;18,475363;77,389737
456;18,488508;77,394834
457;18,481531;77,388482
458;18,484043;77,372103
459;18,461704;77,392964
460;18,480849;77,397569
461;18,488152;77,412887
462;18,498706;77,381703
463;18,485197;77,390655
464;18,474883;77,386734
465;18,503489;77,383986
466;18,461579;77,402237
467;18,490147;77,407565
468;18,476793;77,388928
469;18,48634;77,384827
470;18,477913;77,37917
471;18,472728;77,389334
472;18,482585;77,394572
473;18,478646;77,389258
474;18,471269;77,394225
475;18,475977;77,389673
476;18,477146;77,376481
477;18,48917;77,387098
478;18,482231;77,383693
479;18,485239;77,390897
480;18,494272;77,379321
481;18,486349;77,387143
482;18,47332;77,389833
483;18,485496;77,3889
484;18,479869;77,381149
485;18,481124;77,372175
486;18,469171;77,411619
487;18,47377;77,378345
488;18,469369;77,386373
489;18,465618;77,383925
490;18,481117;77,388411
491;18,471419;77,401353
492;18,459507;77,39279
493;18,483827;77,396481
494;18,469721;77,390243
495;18,491733;77,383767
496;18,472857;77,382862
497;18,489973;77,375931
498;18,483171;77,408838
499;18,481987;77,411111
500;18,488691;77,391669
501;18,476002;77,380515
502;18,492581;77,378824
503;18,482705;77,38597
504;18,482783;77,397672
505;18,475002;77,400377
506;18,481888;77,369297
507;18,482792;77,378201
508;18,482601;77,405509
509;18,49329;77,38234
510;18,478866;77,400503
511;18,477326;77,406692
512;18,477483;77,380414
513;18,479136;77,396378
514;18,485319;77,393194
515;18,463502;77,404119
516;18,468433;77,387965
517;18,4754;77,403076
518;18,482229;77,386656
519;18,463956;77,390276
520;18,473232;77,369064
521;18,471691;77,392011
522;18,47334;77,386324
523;18,481058;77,397411
524;18,484017;77,381125
525;18,478326;77,39581
526;18,460708;77,394986
527;18,472618;77,379481
528;18,463931;77,380685
529;18,48827;77,401277
530;18,475471;77,38817
531;18,477188;77,399028
532;18,479546;77,391732
533;18,462083;77,39909
534;18,471509;77,397258
535;18,469857;77,398742
536;18,466712;77,401793
537;18,470603;77,397452
538;18,476302;77,394249
539;18,490418;77,383247
540;18,474526;77,384645
541;18,486747;77,404639
542;18,468929;77,40718
543;18,474829;77,389192
544;18,472899;77,383414
545;18,475249;77,405694
546;18,477321;77,376162
547;18,463435;77,371657
548;18,492154;77,400588
549;18,464615;77,402616
550;18,482486;77,397528
551;18,481396;77,402161
552;18,466972;77,386856
553;18,483646;77,383564
554;18,477554;77,395904
555;18,477481;77,39854
556;18,459489;77,387315
557;18,491224;77,379335
558;18,492053;77,384773
559;18,469563;77,396437
560;18,489915;77,410594
561;18,472729;77,400792
562;18,484553;77,379233
563;18,476257;77,391266
564;18,490202;77,389667
565;18,461381;77,386882
566;18,474501;77,402367
567;18,487476;77,385709
568;18,488689;77,395206
569;18,488044;77,399495
570;18,476744;77,399181
571;18,484248;77,387649
572;18,48619;77,387951
573;18,481586;77,392581
574;18,482671;77,386168
575;18,482864;77,397164
576;18,47576;77,387033
577;18,48161;77,390057
578;18,473345;77,393097
579;18,484095;77,393841
580;18,48674;77,401233
581;18,499501;77,410185
582;18,487009;77,387609
583;18,480439;77,391838
584;18,484943;77,379484
585;18,506098;77,377839
586;18,48871;77,378872
587;18,476166;77,381368
588;18,494411;77,39591
589;18,488664;77,370666
590;18,458281;77,389211
591;18,484082;77,401522
592;18,482989;77,383813
593;18,486272;77,400191
594;18,49182;77,381822
595;18,487177;77,385217
596;18,473489;77,380721
597;18,493396;77,407532
598;18,500784;77,385071
599;18,484087;77,387636
600;18,49526;77,39595
601;18,495759;77,401228
602;18,49685;77,399737
603;18,484783;77,382544
604;18,47809;77,389506
605;18,475243;77,392143
606;18,480566;77,387794
607;18,47931;77,394893
608;18,485732;77,410248
609;18,48828;77,389475
610;18,478315;77,396263
611;18,473107;77,379522
612;18,464505;77,389416
613;18,483644;77,379171
614;18,465491;77,370399
615;18,479149;77,388613
616;18,479322;77,414664
617;18,464121;77,37629
618;18,476241;77,396122
619;18,514242;77,391032
620;18,47244;77,383169
621;18,467773;77,394334
622;18,496215;77,387286
623;18,492622;77,391604
624;18,478649;77,390139
625;18,494439;77,394959
626;18,471227;77,382391
627;18,47127;77,401724
628;18,483552;77,389694
629;18,472177;77,380865
630;18,482196;77,39063
631;18,483257;77,370902
632;18,483123;77,399597
633;18,46397;77,391913
634;18,468314;77,405006
635;18,494716;77,398306
636;18,482954;77,402758
637;18,483306;77,398536
638;18,483645;77,377921
639;18,479627;77,395405
640;18,479197;77,388285
641;18,477787;77,39719
642;18,463162;77,383499
643;18,490974;77,383724
644;18,493355;77,398851
645;18,465167;77,382192
646;18,503236;77,389738
647;18,481897;77,378943
648;18,479296;77,378818
649;18,490504;77,38627
650;18,471026;77,398094
651;18,473508;77,37887
652;18,468719;77,381022
653;18,484869;77,412987
654;18,501579;77,383763
655;18,508211;77,385094
656;18,484744;77,408826
657;18,468643;77,38474
658;18,478762;77,39987
659;18,495442;77,378838
660;18,473442;77,401878
661;18,465845;77,399991
662;18,498455;77,393066
663;18,496962;77,390249
664;18,477627;77,397977
665;18,484728;77,387192
666;18,493748;77,380215
667;18,499934;77,375878
668;18,473483;77,386849
669;18,47458;77,406556
670;18,475082;77,396719
671;18,473559;77,381005
672;18,501206;77,377931
673;18,484849;77,377731
674;18,479958;77,391299
675;18,476857;77,394399
676;18,482357;77,381969
677;18,464824;77,403281
678;18,477716;77,396837
679;18,479995;77,391191
680;18,496887;77,392697
681;18,466815;77,382777
682;18,489204;77,390577
683;18,486506;77,40185
684;18,499647;77,395311
685;18,490102;77,36568
686;18,490941;77,391393
687;18,458502;77,377113
688;18,481934;77,396944
689;18,491846;77,411987
690;18,482076;77,362055
691;18,477323;77,398632
692;18,478659;77,395808
693;18,494559;77,389983
694;18,463711;77,376176
695;18,499017;77,375561
696;18,468276;77,385482
697;18,474457;77,39177
698;18,483075;77,385749
699;18,470267;77,397707
700;18,467717;77,402216
701;18,473369;77,39029
702;18,467496;77,397576
703;18,49007;77,376204
704;18,47124;77,381656
705;18,48025;77,385035
706;18,480107;77,396475
707;18,48108;77,39411
708;18,469654;77,393421
709;18,488323;77,37552
710;18,490643;77,385738
711;18,48306;77,392249
712;18,463222;77,394886
713;18,489315;77,373645
714;18,470121;77,40338
715;18,465077;77,376246
716;18,478496;77,393432
717;18,475473;77,397162
718;18,477551;77,387657
719;18,493278;77,381257
720;18,46632;77,384862
721;18,469558;77,397357
722;18,481524;77,383868
723;18,471076;77,397865
724;18,470881;77,377582
725;18,474076;77,3929
726;18,492588;77,382459
727;18,489782;77,39192
728;18,48415;77,405028
729;18,493219;77,40754
730;18,470862;77,388327
731;18,487796;77,370604
732;18,493901;77,391856
733;18,462462;77,389463
734;18,470852;77,386464
735;18,500467;77,408002
736;18,468057;77,400854
737;18,475892;77,38782
738;18,471875;77,381897
739;18,48467;77,384905
740;18,475959;77,385578
741;18,475755;77,399984
742;18,482839;77,38555
743;18,469399;77,405294
744;18,485504;77,385128
745;18,482328;77,373739
746;18,478976;77,379314
747;18,498804;77,387167
748;18,488925;77,383312
749;18,456207;77,39825
750;18,469151;77,395767
751;18,476529;77,378457
752;18,484745;77,381281
753;18,48365;77,403476
754;18,481043;77,389715
755;18,489354;77,409229
756;18,473208;77,387034
757;18,484406;77,382621
758;18,473121;77,403144
759;18,466605;77,402288
760;18,495794;77,377934
761;18,476554;77,39899
762;18,496615;77,381586
763;18,462522;77,39198
764;18,474504;77,395094
765;18,47616;77,380119
766;18,476654;77,389526
767;18,481317;77,38193
768;18,503905;77,389409
769;18,475727;77,398085
770;18,477037;77,385169
771;18,483898;77,391632
772;18,477548;77,393642
773;18,48124;77,408559
774;18,476434;77,403378
775;18,482982;77,404868
776;18,470359;77,378448
777;18,486464;77,410339
778;18,48014;77,392649
779;18,470628;77,395395
780;18,475565;77,384341
781;18,487115;77,395926
782;18,483396;77,379408
783;18,480514;77,392862
784;18,461603;77,4024
785;18,478102;77,391977
786;18,490078;77,389997
787;18,483896;77,398726
788;18,489018;77,374695
789;18,465249;77,389539
790;18,474831;77,387578
791;18,486624;77,407446
792;18,465066;77,365521
793;18,481579;77,396367
794;18,470968;77,397834
795;18,478457;77,392418
796;18,489602;77,39618
797;18,482273;77,385503
798;18,481248;77,387923
799;18,476339;77,375944
800;18,482228;77,389375
801;18,459031;77,395897
802;18,482012;77,368107
803;18,479806;77,383848
804;18,482331;77,388798
805;18,48446;77,383754
806;18,479064;77,395035
807;18,472209;77,405898
808;18,483068;77,39584
809;18,485836;77,39351
810;18,49742;77,390249
811;18,467493;77,387431
812;18,49056;77,400289
813;18,479132;77,398452
814;18,475668;77,396237
815;18,483352;77,388574
816;18,485851;77,396347
817;18,466125;77,422153
818;18,475095;77,393465
819;18,489257;77,393073
820;18,474953;77,40033
821;18,487272;77,38883
822;18,479299;77,38665
823;18,489576;77,405587
824;18,505779;77,401447
825;18,480273;77,397
826;18,483158;77,373873
827;18,470218;77,404191
828;18,47824;77,397594
829;18,474612;77,388066
830;18,480927;77,383705
831;18,471147;77,390407
832;18,468383;77,384356
833;18,483582;77,380005
834;18,468239;77,402524
835;18,462874;77,393782
836;18,487329;77,378582
837;18,484099;77,386558
838;18,47468;77,39319
839;18,47025;77,374539
840;18,49406;77,383854
841;18,474919;77,386113
842;18,484421;77,395461
843;18,470399;77,370394
844;18,47505;77,386972
845;18,475545;77,388145
846;18,477643;77,374329
847;18,478398;77,382517
848;18,488655;77,405836
849;18,477285;77,395247
850;18,478495;77,369489
851;18,468896;77,386527
852;18,480303;77,385654
853;18,496439;77,388008
854;18,478244;77,387253
855;18,473612;77,395093
856;18,491404;77,367615
857;18,474495;77,387093
858;18,475144;77,390185
859;18,48639;77,3959
860;18,484763;77,386617
861;18,462723;77,387429
862;18,489984;77,390231
863;18,500789;77,413918
864;18,468227;77,408346
865;18,49577;77,393587
866;18,472514;77,402123
867;18,47973;77,398177
868;18,486524;77,387414
869;18,505903;77,401356
870;18,459548;77,385129
871;18,474084;77,374704
872;18,480856;77,398277
873;18,479257;77,383203
874;18,500245;77,37904
875;18,46988;77,392155
876;18,493681;77,402943
877;18,478682;77,392276
878;18,489413;77,389783
879;18,481912;77,390329
880;18,498298;77,385636
881;18,488274;77,386059
882;18,473452;77,377397
883;18,4815;77,379497
884;18,49536;77,389882
885;18,487056;77,387811
886;18,464225;77,394335
887;18,48927;77,3882
888;18,497513;77,367987
889;18,481042;77,394647
890;18,488387;77,379766
891;18,491734;77,384732
892;18,482997;77,422626
893;18,480233;77,387546
894;18,480279;77,403888
895;18,474354;77,395175
896;18,465498;77,386637
897;18,457101;77,381382
898;18,47582;77,389043
899;18,47001;77,393611
900;18,503837;77,40254
901;18,483704;77,384086
902;18,463765;77,380302
903;18,480696;77,374894
904;18,48275;77,384723
905;18,498557;77,371788
906;18,470607;77,393157
907;18,490614;77,401407
908;18,49063;77,400548
909;18,482928;77,379256
910;18,483118;77,38668
911;18,474747;77,402331
912;18,485628;77,395493
913;18,491787;77,378412
914;18,472442;77,39344
915;18,479209;77,393568
916;18,479754;77,397811
917;18,465383;77,39426
918;18,45891;77,370594
919;18,481886;77,394244
920;18,481492;77,39836
921;18,487441;77,393257
922;18,469392;77,383612
923;18,47974;77,386353
924;18,475882;77,391369
925;18,47734;77,381782
926;18,484142;77,39215
927;18,484459;77,385824
928;18,475796;77,378345
929;18,493455;77,382459
930;18,480368;77,393164
931;18,472804;77,390456
932;18,457218;77,392717
933;18,488801;77,391098
934;18,461669;77,385442
935;18,49695;77,386709
936;18,478525;77,391518
937;18,481119;77,395865
938;18,480764;77,395851
939;18,48831;77,411791
940;18,458975;77,375902
941;18,471939;77,386106
942;18,481521;77,389264
943;18,47394;77,385995
944;18,492875;77,380932
945;18,458702;77,390562
946;18,46866;77,37614
947;18,491891;77,389391
948;18,468114;77,408813
949;18,460989;77,392668
950;18,50128;77,381752
951;18,469758;77,383749
952;18,507041;77,386183
953;18,472737;77,388652
954;18,484388;77,403552
955;18,472376;77,40098
956;18,475784;77,386382
957;18,494742;77,396294
958;18,476805;77,383735
959;18,489535;77,385575
960;18,492809;77,399716
961;18,489443;77,385928
962;18,483173;77,400942
963;18,470506;77,407147
964;18,466731;77,381174
965;18,488959;77,391067
966;18,472169;77,39553
967;18,477663;77,390382
968;18,47386;77,387713
969;18,486492;77,381423
970;18,474408;77,39994
971;18,478697;77,383623
972;18,488736;77,386806
973;18,495029;77,375189
974;18,481573;77,399875
975;18,46706;77,367586
976;18,478996;77,389505
977;18,48939;77,393855
978;18,476972;77,380743
979;18,458352;77,393574
980;18,475556;77,383319
981;18,488911;77,376356
982;18,482646;77,392265
983;18,483019;77,396455
984;18,487702;77,381324
985;18,489359;77,388181
986;18,485132;77,408759
987;18,48078;77,377115
988;18,500042;77,396179
989;18,47805;77,387478
990;18,478682;77,382391
991;18,469196;77,388905
992;18,478538;77,39238
993;18,47298;77,390771
994;18,470214;77,378443
995;18,455152;77,371261
996;18,463309;77,395888
997;18,502318;77,391636
998;18,479762;77,384818
999;18,479287;77,390584
1000;18,48294;77,388972
1001;18,478382;77,385611
1002;18,485016;77,39586
1003;18,482738;77,355912
1004;18,470646;77,402949
1005;18,489096;77,393143
1006;18,47915;77,378461
1007;18,469056;77,392593
1008;18,485716;77,388616
1009;18,472204;77,381253
1010;18,492309;77,3874
1011;18,453862;77,37856
1012;18,479287;77,414077
1013;18,49724;77,379905
1014;18,496863;77,374689
1015;18,483017;77,387455
1016;18,47274;77,386448
1017;18,479171;77,395729
1018;18,460148;77,380017
1019;18,485839;77,400339
1020;18,492241;77,386351
1021;18,47593;77,389564
1022;18,4974;77,385729
1023;18,47814;77,397002
1024;18,479308;77,385101
1025;18,47242;77,39588
1026;18,467528;77,395314
1027;18,477378;77,394033
1028;18,478311;77,393051
1029;18,478568;77,381825
1030;18,488111;77,406627
1031;18,481613;77,383228
1032;18,473356;77,380453
1033;18,474857;77,412345
1034;18,475175;77,381542
1035;18,470076;77,395023
1036;18,469515;77,38419
1037;18,495508;77,400214
1038;18,482475;77,409463
1039;18,473078;77,384984
1040;18,48398;77,403452
1041;18,479948;77,385129
1042;18,481678;77,375894
1043;18,488923;77,392041
1044;18,489096;77,394272
1045;18,509638;77,384272
1046;18,485493;77,396703
1047;18,487356;77,375249
1048;18,479784;77,378451
1049;18,475871;77,401248
1050;18,483594;77,391979
1051;18,480285;77,380737
1052;18,468004;77,384207
1053;18,504781;77,377208
1054;18,486235;77,385765
1055;18,4863;77,378345
1056;18,489906;77,416286
1057;18,475739;77,385345
1058;18,468885;77,405897
1059;18,48158;77,401232
1060;18,489173;77,388672
1061;18,468319;77,38601
1062;18,477284;77,39092
1063;18,487689;77,395749
1064;18,482622;77,400797
1065;18,486728;77,375209
1066;18,479966;77,385163
1067;18,466821;77,394814
1068;18,494142;77,380518
1069;18,473034;77,372893
1070;18,468733;77,387339
1071;18,476413;77,394951
1072;18,469905;77,391833
1073;18,47456;77,387392
1074;18,501074;77,377423
1075;18,486154;77,389179
1076;18,45979;77,380945
1077;18,470646;77,37584
1078;18,494078;77,396012
1079;18,472098;77,400976
1080;18,479202;77,398733
1081;18,469378;77,390683
1082;18,503126;77,377408
1083;18,476148;77,405153
1084;18,490718;77,380578
1085;18,488713;77,384608
1086;18,491711;77,389571
1087;18,46458;77,386256
1088;18,474178;77,393243
1089;18,474949;77,37569
1090;18,474625;77,400864
1091;18,489319;77,389843
1092;18,475057;77,403045
1093;18,481568;77,393652
1094;18,489658;77,392089
1095;18,490088;77,384414
1096;18,458721;77,394401
1097;18,482877;77,3957
1098;18,493168;77,380977
1099;18,48042;77,386984
1100;18,47774;77,392395
1101;18,506471;77,388741
1102;18,494663;77,373249
1103;18,484699;77,389543
1104;18,467673;77,388574
1105;18,494723;77,383808
1106;18,46773;77,394387
1107;18,466014;77,391557
1108;18,495262;77,385443
1109;18,472742;77,376877
1110;18,492974;77,391125
1111;18,482738;77,395029
1112;18,479671;77,396515
1113;18,482627;77,391277
1114;18,505312;77,399842
1115;18,484828;77,391553
1116;18,483458;77,375755
1117;18,492406;77,396384
1118;18,468393;77,389094
1119;18,487878;77,384769
1120;18,480355;77,39038
1121;18,475966;77,400998
1122;18,461587;77,386856
1123;18,486319;77,390675
1124;18,497667;77,378796
1125;18,475224;77,393579
1126;18,462156;77,391762
1127;18,490433;77,40425
1128;18,465341;77,373073
1129;18,461857;77,402146
1130;18,482049;77,396837
1131;18,469801;77,376521
1132;18,487054;77,400175
1133;18,462961;77,391775
1134;18,47684;77,39335
1135;18,482396;77,373962
1136;18,482878;77,388916
1137;18,485391;77,373237
1138;18,49145;77,400266
1139;18,48717;77,397519
1140;18,482494;77,388582
1141;18,482771;77,383302
1142;18,479893;77,399606
1143;18,471932;77,403368
1144;18,47769;77,39539
1145;18,472708;77,394845
1146;18,472429;77,379331
1147;18,482613;77,391906
1148;18,483691;77,382492
1149;18,491422;77,377839
1150;18,473429;77,392492
